# Loss function from file ../../../EpsInv/opconsKK.dat located in directory
# /home/hebhop/Research/SE_Runs/Cu/Feff/FMS/NewFEFF90
#
# Header from ../../../EpsInv/opconsKK.dat
###############################################################################################
# name:     copper
# formula:  Cu
# sites:    Cu1
# refer1:   Kittel, ISSP
# refer2:
# schoen:
# notes1:   metal, fcc
# POT  SCF  30  5.8000   0, core-hole, AFOLP (folp(0)= 1.150)
#   omega (eV)      epsilon_1       epsilon_2       n               kappa           mu (cm^(-1))    R               epsinv   
###############################################################################################
#
# omega	-Im[eps**{-1}]
0.226895E+03 0.236228E-01
0.227650E+03 0.234321E-01
0.228408E+03 0.232520E-01
0.229169E+03 0.230838E-01
0.229932E+03 0.229189E-01
0.230698E+03 0.227550E-01
0.231467E+03 0.226033E-01
0.232238E+03 0.224570E-01
0.233012E+03 0.223119E-01
0.233789E+03 0.221674E-01
0.234569E+03 0.220262E-01
0.235351E+03 0.218865E-01
0.236136E+03 0.217470E-01
0.236924E+03 0.215981E-01
0.237714E+03 0.214457E-01
0.238507E+03 0.212945E-01
0.239303E+03 0.211328E-01
0.240102E+03 0.209666E-01
0.240903E+03 0.207941E-01
0.241707E+03 0.206119E-01
0.242514E+03 0.204313E-01
0.243324E+03 0.202398E-01
0.244136E+03 0.200341E-01
0.244951E+03 0.198305E-01
0.245769E+03 0.196288E-01
0.246589E+03 0.194048E-01
0.247412E+03 0.191809E-01
0.248238E+03 0.189586E-01
0.249067E+03 0.187386E-01
0.249898E+03 0.185253E-01
0.250732E+03 0.183137E-01
0.251569E+03 0.181043E-01
0.252408E+03 0.178926E-01
0.253251E+03 0.176785E-01
0.254095E+03 0.174676E-01
0.254943E+03 0.172623E-01
0.255793E+03 0.170548E-01
0.256647E+03 0.168512E-01
0.257502E+03 0.166548E-01
0.258361E+03 0.164595E-01
0.259222E+03 0.162698E-01
0.260086E+03 0.160878E-01
0.260953E+03 0.159070E-01
0.261822E+03 0.157332E-01
0.262694E+03 0.155679E-01
0.263569E+03 0.154041E-01
0.264447E+03 0.152436E-01
0.265327E+03 0.150948E-01
0.266210E+03 0.149474E-01
0.267096E+03 0.148026E-01
0.267984E+03 0.146654E-01
0.268875E+03 0.145316E-01
0.269769E+03 0.143998E-01
0.270666E+03 0.142705E-01
0.271565E+03 0.141456E-01
0.272467E+03 0.140216E-01
0.273372E+03 0.138981E-01
0.274279E+03 0.137758E-01
0.275190E+03 0.136550E-01
0.276103E+03 0.135334E-01
0.277018E+03 0.134099E-01
0.277937E+03 0.132887E-01
0.278858E+03 0.131647E-01
0.279782E+03 0.130391E-01
0.280708E+03 0.129222E-01
0.281637E+03 0.128106E-01
0.282569E+03 0.126983E-01
0.283504E+03 0.125863E-01
0.284442E+03 0.124719E-01
0.285382E+03 0.123578E-01
0.286325E+03 0.122436E-01
0.287270E+03 0.121284E-01
0.288219E+03 0.120144E-01
0.289170E+03 0.119007E-01
0.290123E+03 0.117872E-01
0.291080E+03 0.116749E-01
0.292039E+03 0.115640E-01
0.293001E+03 0.114548E-01
0.293966E+03 0.113473E-01
0.294933E+03 0.112417E-01
0.295903E+03 0.111388E-01
0.296876E+03 0.110390E-01
0.297851E+03 0.109400E-01
0.298830E+03 0.108445E-01
0.299811E+03 0.107526E-01
0.300794E+03 0.106607E-01
0.301781E+03 0.105724E-01
0.302770E+03 0.104867E-01
0.303762E+03 0.104014E-01
0.304756E+03 0.103187E-01
0.305753E+03 0.102372E-01
0.306754E+03 0.101570E-01
0.307756E+03 0.100764E-01
0.308762E+03 0.999633E-02
0.309770E+03 0.991756E-02
0.310781E+03 0.983694E-02
0.311794E+03 0.975571E-02
0.312811E+03 0.967458E-02
0.313830E+03 0.959352E-02
0.314852E+03 0.952004E-02
0.315876E+03 0.944550E-02
0.316903E+03 0.936851E-02
0.317933E+03 0.928834E-02
0.318966E+03 0.920646E-02
0.320001E+03 0.912216E-02
0.321039E+03 0.903465E-02
0.322080E+03 0.894491E-02
0.323124E+03 0.885304E-02
0.324170E+03 0.875998E-02
0.325219E+03 0.866435E-02
0.326271E+03 0.856730E-02
0.327325E+03 0.847059E-02
0.328382E+03 0.837232E-02
0.329442E+03 0.827388E-02
0.330505E+03 0.817626E-02
0.331570E+03 0.807915E-02
0.332638E+03 0.798310E-02
0.333709E+03 0.788796E-02
0.334783E+03 0.779533E-02
0.335859E+03 0.770451E-02
0.336938E+03 0.761489E-02
0.338019E+03 0.752879E-02
0.339104E+03 0.744497E-02
0.340191E+03 0.736295E-02
0.341281E+03 0.728372E-02
0.342373E+03 0.720667E-02
0.343469E+03 0.713175E-02
0.344566E+03 0.705881E-02
0.345667E+03 0.698750E-02
0.346771E+03 0.691782E-02
0.347877E+03 0.684969E-02
0.348986E+03 0.678305E-02
0.350097E+03 0.672461E-02
0.351212E+03 0.666741E-02
0.352329E+03 0.660958E-02
0.353449E+03 0.655258E-02
0.354571E+03 0.649605E-02
0.355696E+03 0.643881E-02
0.356824E+03 0.638208E-02
0.357955E+03 0.632508E-02
0.359088E+03 0.626799E-02
0.360224E+03 0.621131E-02
0.361363E+03 0.615402E-02
0.362505E+03 0.609717E-02
0.363649E+03 0.604066E-02
0.364796E+03 0.598404E-02
0.365946E+03 0.592792E-02
0.367098E+03 0.587249E-02
0.368253E+03 0.581735E-02
0.369411E+03 0.576266E-02
0.370572E+03 0.570890E-02
0.371735E+03 0.565554E-02
0.372901E+03 0.560281E-02
0.374070E+03 0.555083E-02
0.375241E+03 0.549924E-02
0.376415E+03 0.544849E-02
0.377592E+03 0.539807E-02
0.378772E+03 0.534800E-02
0.379954E+03 0.529881E-02
0.381139E+03 0.524948E-02
0.382327E+03 0.520059E-02
0.383518E+03 0.515222E-02
0.384711E+03 0.510382E-02
0.385907E+03 0.505607E-02
0.387106E+03 0.501543E-02
0.388307E+03 0.497489E-02
0.389511E+03 0.493493E-02
0.390718E+03 0.489490E-02
0.391928E+03 0.485468E-02
0.393140E+03 0.481485E-02
0.394355E+03 0.477487E-02
0.395573E+03 0.473493E-02
0.396793E+03 0.469527E-02
0.398016E+03 0.465562E-02
0.399242E+03 0.461606E-02
0.400471E+03 0.457679E-02
0.401702E+03 0.453761E-02
0.402936E+03 0.449827E-02
0.404173E+03 0.445929E-02
0.405413E+03 0.442045E-02
0.406655E+03 0.438125E-02
0.407900E+03 0.434237E-02
0.409147E+03 0.430373E-02
0.410398E+03 0.426460E-02
0.411651E+03 0.422568E-02
0.412907E+03 0.418697E-02
0.414165E+03 0.414786E-02
0.415427E+03 0.410882E-02
0.416691E+03 0.406994E-02
0.417957E+03 0.403084E-02
0.419227E+03 0.399183E-02
0.420499E+03 0.395329E-02
0.421774E+03 0.391487E-02
0.423051E+03 0.387653E-02
0.424332E+03 0.383838E-02
0.425615E+03 0.380038E-02
0.426901E+03 0.376251E-02
0.428189E+03 0.372493E-02
0.429480E+03 0.368760E-02
0.430774E+03 0.365067E-02
0.432071E+03 0.361409E-02
0.433370E+03 0.357793E-02
0.434672E+03 0.354247E-02
0.435977E+03 0.350709E-02
0.437285E+03 0.347216E-02
0.438595E+03 0.343798E-02
0.439908E+03 0.340394E-02
0.441224E+03 0.337039E-02
0.442542E+03 0.333735E-02
0.443863E+03 0.330460E-02
0.445187E+03 0.327224E-02
0.446514E+03 0.324022E-02
0.447843E+03 0.320855E-02
0.449175E+03 0.317717E-02
0.450510E+03 0.314600E-02
0.451847E+03 0.311510E-02
0.453188E+03 0.308451E-02
0.454530E+03 0.305402E-02
0.455876E+03 0.302373E-02
0.457224E+03 0.299421E-02
0.458576E+03 0.296487E-02
0.459929E+03 0.293596E-02
0.461286E+03 0.290730E-02
0.462645E+03 0.287869E-02
0.464007E+03 0.285033E-02
0.465372E+03 0.282222E-02
0.466739E+03 0.279699E-02
0.468109E+03 0.277439E-02
0.469482E+03 0.275201E-02
0.470858E+03 0.272978E-02
0.472236E+03 0.270773E-02
0.473617E+03 0.268588E-02
0.475001E+03 0.266416E-02
0.476387E+03 0.264260E-02
0.477776E+03 0.262120E-02
0.479168E+03 0.259993E-02
0.480563E+03 0.257872E-02
0.481960E+03 0.255762E-02
0.483360E+03 0.253664E-02
0.484763E+03 0.251558E-02
0.486169E+03 0.249467E-02
0.487577E+03 0.247375E-02
0.488988E+03 0.245277E-02
0.490401E+03 0.243190E-02
0.491818E+03 0.241096E-02
0.493237E+03 0.239004E-02
0.494659E+03 0.236915E-02
0.496083E+03 0.234824E-02
0.497511E+03 0.232742E-02
0.498941E+03 0.230664E-02
0.500373E+03 0.228591E-02
0.501809E+03 0.226529E-02
0.503247E+03 0.224480E-02
0.504688E+03 0.222462E-02
0.506131E+03 0.220457E-02
0.507578E+03 0.218472E-02
0.509027E+03 0.216512E-02
0.510479E+03 0.214565E-02
0.511933E+03 0.212640E-02
0.513390E+03 0.210737E-02
0.514850E+03 0.208849E-02
0.516313E+03 0.206982E-02
0.517778E+03 0.205133E-02
0.519246E+03 0.203290E-02
0.520717E+03 0.201466E-02
0.522191E+03 0.199656E-02
0.523667E+03 0.197842E-02
0.525146E+03 0.196037E-02
0.526628E+03 0.194245E-02
0.528112E+03 0.192438E-02
0.529599E+03 0.190638E-02
0.531089E+03 0.188846E-02
0.532582E+03 0.187035E-02
0.534077E+03 0.185234E-02
0.535575E+03 0.183435E-02
0.537076E+03 0.181658E-02
0.538579E+03 0.179916E-02
0.540085E+03 0.178195E-02
0.541594E+03 0.176473E-02
0.543106E+03 0.174760E-02
0.544620E+03 0.173055E-02
0.546137E+03 0.171361E-02
0.547657E+03 0.169678E-02
0.549180E+03 0.168008E-02
0.550705E+03 0.166358E-02
0.552233E+03 0.164724E-02
0.553764E+03 0.163126E-02
0.555297E+03 0.161761E-02
0.556833E+03 0.160410E-02
0.558372E+03 0.159075E-02
0.559914E+03 0.157763E-02
0.561458E+03 0.156464E-02
0.563005E+03 0.155176E-02
0.564555E+03 0.153912E-02
0.566107E+03 0.152656E-02
0.567662E+03 0.151412E-02
0.569220E+03 0.150181E-02
0.570781E+03 0.148960E-02
0.572344E+03 0.147748E-02
0.573910E+03 0.146542E-02
0.575479E+03 0.145346E-02
0.577050E+03 0.144157E-02
0.578625E+03 0.142971E-02
0.580202E+03 0.141794E-02
0.581781E+03 0.140623E-02
0.583364E+03 0.139456E-02
0.584949E+03 0.138311E-02
0.586537E+03 0.137175E-02
0.588127E+03 0.136041E-02
0.589721E+03 0.134915E-02
0.591316E+03 0.133796E-02
0.592915E+03 0.132678E-02
0.594517E+03 0.131568E-02
0.596121E+03 0.130465E-02
0.597728E+03 0.129362E-02
0.599337E+03 0.128264E-02
0.600950E+03 0.127173E-02
0.602565E+03 0.126080E-02
0.604182E+03 0.124992E-02
0.605803E+03 0.123909E-02
0.607426E+03 0.122824E-02
0.609052E+03 0.121742E-02
0.610681E+03 0.120664E-02
0.612312E+03 0.119609E-02
0.613946E+03 0.118529E-02
0.615583E+03 0.117452E-02
0.617222E+03 0.116377E-02
0.618865E+03 0.115311E-02
0.620510E+03 0.114258E-02
0.622157E+03 0.113210E-02
0.623808E+03 0.112172E-02
0.625461E+03 0.111178E-02
0.627117E+03 0.110204E-02
0.628775E+03 0.109244E-02
0.630437E+03 0.108291E-02
0.632101E+03 0.107345E-02
0.633768E+03 0.106409E-02
0.635437E+03 0.105478E-02
0.637109E+03 0.104556E-02
0.638784E+03 0.103644E-02
0.640462E+03 0.102736E-02
0.642142E+03 0.101835E-02
0.643825E+03 0.100945E-02
0.645511E+03 0.100055E-02
0.647199E+03 0.991725E-03
0.648891E+03 0.982964E-03
0.650585E+03 0.975276E-03
0.652281E+03 0.967635E-03
0.653981E+03 0.960008E-03
0.655683E+03 0.952387E-03
0.657388E+03 0.944796E-03
0.659095E+03 0.937199E-03
0.660806E+03 0.929627E-03
0.662519E+03 0.922065E-03
0.664234E+03 0.914516E-03
0.665953E+03 0.906997E-03
0.667674E+03 0.899500E-03
0.669398E+03 0.892034E-03
0.671124E+03 0.884603E-03
0.672854E+03 0.877343E-03
0.674586E+03 0.870124E-03
0.676321E+03 0.862952E-03
0.678058E+03 0.855839E-03
0.679798E+03 0.848772E-03
0.681541E+03 0.841834E-03
0.683287E+03 0.834980E-03
0.685035E+03 0.828174E-03
0.686786E+03 0.821439E-03
0.688540E+03 0.814755E-03
0.690297E+03 0.808120E-03
0.692056E+03 0.801541E-03
0.693818E+03 0.795008E-03
0.695583E+03 0.788516E-03
0.697350E+03 0.782065E-03
0.699120E+03 0.775658E-03
0.700893E+03 0.769270E-03
0.702669E+03 0.762920E-03
0.704447E+03 0.756606E-03
0.706228E+03 0.750301E-03
0.708012E+03 0.744033E-03
0.709799E+03 0.737788E-03
0.711588E+03 0.731557E-03
0.713380E+03 0.725362E-03
0.715174E+03 0.719185E-03
0.716972E+03 0.713027E-03
0.718772E+03 0.706905E-03
0.720575E+03 0.701029E-03
0.722380E+03 0.695286E-03
0.724188E+03 0.689618E-03
0.725999E+03 0.683973E-03
0.727813E+03 0.678351E-03
0.729629E+03 0.672766E-03
0.731449E+03 0.667203E-03
0.733270E+03 0.661670E-03
0.735095E+03 0.656168E-03
0.736922E+03 0.650688E-03
0.738752E+03 0.645241E-03
0.740585E+03 0.639818E-03
0.742421E+03 0.634431E-03
0.744259E+03 0.629143E-03
0.746100E+03 0.623881E-03
0.747943E+03 0.618638E-03
0.749790E+03 0.613426E-03
0.751639E+03 0.608244E-03
0.753490E+03 0.603559E-03
0.755345E+03 0.598932E-03
0.757202E+03 0.594329E-03
0.759062E+03 0.589741E-03
0.760925E+03 0.585180E-03
0.762790E+03 0.580641E-03
0.764658E+03 0.576119E-03
0.766529E+03 0.571633E-03
0.768403E+03 0.567238E-03
0.770279E+03 0.562865E-03
0.772158E+03 0.558518E-03
0.774040E+03 0.554192E-03
0.775924E+03 0.549888E-03
0.777811E+03 0.545607E-03
0.779701E+03 0.541348E-03
0.781594E+03 0.537110E-03
0.783489E+03 0.532892E-03
0.785387E+03 0.528696E-03
0.787288E+03 0.524518E-03
0.789192E+03 0.520363E-03
0.791098E+03 0.516226E-03
0.793007E+03 0.512107E-03
0.794918E+03 0.508012E-03
0.796833E+03 0.503931E-03
0.798750E+03 0.499871E-03
0.800670E+03 0.495836E-03
0.802592E+03 0.491814E-03
0.804518E+03 0.487831E-03
0.806446E+03 0.483911E-03
0.808376E+03 0.480008E-03
0.810310E+03 0.476128E-03
0.812246E+03 0.472271E-03
0.814185E+03 0.468432E-03
0.816126E+03 0.464619E-03
0.818071E+03 0.460825E-03
0.820018E+03 0.457052E-03
0.821967E+03 0.453314E-03
0.823920E+03 0.449752E-03
0.825875E+03 0.446285E-03
0.827833E+03 0.442845E-03
0.829794E+03 0.439419E-03
0.831757E+03 0.436014E-03
0.833723E+03 0.432627E-03
0.835692E+03 0.429254E-03
0.837664E+03 0.425901E-03
0.839638E+03 0.422562E-03
0.841615E+03 0.419236E-03
0.843594E+03 0.415930E-03
0.845577E+03 0.412636E-03
0.847562E+03 0.409356E-03
0.849550E+03 0.406093E-03
0.851540E+03 0.402844E-03
0.853534E+03 0.399609E-03
0.855530E+03 0.396390E-03
0.857529E+03 0.393184E-03
0.859530E+03 0.389995E-03
0.861534E+03 0.386821E-03
0.863541E+03 0.383820E-03
0.865551E+03 0.380921E-03
0.867563E+03 0.378081E-03
0.869578E+03 0.375269E-03
0.871596E+03 0.372517E-03
0.873616E+03 0.369779E-03
0.875640E+03 0.367053E-03
0.877666E+03 0.364342E-03
0.879694E+03 0.361645E-03
0.881726E+03 0.358959E-03
0.883760E+03 0.356287E-03
0.885797E+03 0.353628E-03
0.887836E+03 0.350980E-03
0.889878E+03 0.348344E-03
0.891923E+03 0.345721E-03
0.893971E+03 0.343108E-03
0.896022E+03 0.340507E-03
0.898075E+03 0.337916E-03
0.900131E+03 0.335334E-03
0.902189E+03 0.332765E-03
0.904251E+03 0.330204E-03
0.906315E+03 0.327652E-03
0.908381E+03 0.325111E-03
0.910451E+03 0.322577E-03
0.912523E+03 0.320053E-03
0.914598E+03 0.317538E-03
0.916676E+03 0.315029E-03
0.918756E+03 0.312527E-03
0.920839E+03 0.310031E-03
0.922925E+03 0.307534E-03
0.925014E+03 0.305033E-03
0.927105E+03 0.302514E-03
0.929199E+03 0.300058E-03
0.931296E+03 0.298298E-03
0.932700E+03 0.165029E-02
0.932701E+03 0.165502E-02
0.932705E+03 0.167094E-02
0.932712E+03 0.169819E-02
0.932722E+03 0.173592E-02
0.932734E+03 0.178365E-02
0.932749E+03 0.184079E-02
0.932767E+03 0.190675E-02
0.932787E+03 0.198127E-02
0.932810E+03 0.206156E-02
0.932836E+03 0.214516E-02
0.932865E+03 0.223291E-02
0.932896E+03 0.232390E-02
0.932930E+03 0.241115E-02
0.932967E+03 0.249069E-02
0.933006E+03 0.256511E-02
0.933048E+03 0.255092E-02
0.933093E+03 0.252521E-02
0.933141E+03 0.250537E-02
0.933191E+03 0.248565E-02
0.933244E+03 0.246403E-02
0.933300E+03 0.244703E-02
0.933359E+03 0.242561E-02
0.933420E+03 0.240562E-02
0.933484E+03 0.238746E-02
0.933550E+03 0.236572E-02
0.933620E+03 0.234607E-02
0.933692E+03 0.232635E-02
0.933767E+03 0.230561E-02
0.933844E+03 0.228555E-02
0.933924E+03 0.226387E-02
0.934008E+03 0.224212E-02
0.934093E+03 0.222027E-02
0.934182E+03 0.219762E-02
0.934273E+03 0.217414E-02
0.934367E+03 0.215037E-02
0.934463E+03 0.212617E-02
0.934563E+03 0.210121E-02
0.934665E+03 0.207736E-02
0.934769E+03 0.205297E-02
0.934877E+03 0.202878E-02
0.934987E+03 0.200598E-02
0.935100E+03 0.198270E-02
0.935216E+03 0.196138E-02
0.935334E+03 0.194099E-02
0.935455E+03 0.192049E-02
0.935579E+03 0.190473E-02
0.935706E+03 0.188914E-02
0.935835E+03 0.187661E-02
0.935967E+03 0.186949E-02
0.936101E+03 0.186321E-02
0.936239E+03 0.186544E-02
0.936379E+03 0.187207E-02
0.936522E+03 0.188038E-02
0.936667E+03 0.188896E-02
0.936816E+03 0.189923E-02
0.936967E+03 0.189982E-02
0.937120E+03 0.188602E-02
0.937277E+03 0.187182E-02
0.937436E+03 0.184618E-02
0.937598E+03 0.181615E-02
0.937763E+03 0.178510E-02
0.937930E+03 0.175615E-02
0.938100E+03 0.172573E-02
0.938273E+03 0.169861E-02
0.938448E+03 0.167518E-02
0.938627E+03 0.165077E-02
0.938808E+03 0.163696E-02
0.938991E+03 0.162487E-02
0.939178E+03 0.161587E-02
0.939367E+03 0.161994E-02
0.939559E+03 0.162476E-02
0.939753E+03 0.163678E-02
0.939950E+03 0.165514E-02
0.940150E+03 0.167495E-02
0.940353E+03 0.168971E-02
0.940559E+03 0.170491E-02
0.940767E+03 0.171704E-02
0.940978E+03 0.171859E-02
0.941191E+03 0.172035E-02
0.941408E+03 0.171390E-02
0.941627E+03 0.170203E-02
0.941849E+03 0.168964E-02
0.942073E+03 0.166892E-02
0.942300E+03 0.164707E-02
0.942530E+03 0.162481E-02
0.942763E+03 0.160273E-02
0.942998E+03 0.157972E-02
0.943236E+03 0.156061E-02
0.943477E+03 0.154303E-02
0.943721E+03 0.152513E-02
0.943967E+03 0.151523E-02
0.944216E+03 0.150503E-02
0.944468E+03 0.149683E-02
0.944722E+03 0.149204E-02
0.944979E+03 0.148717E-02
0.945239E+03 0.148197E-02
0.945502E+03 0.147659E-02
0.945767E+03 0.147089E-02
0.946035E+03 0.146319E-02
0.946306E+03 0.145527E-02
0.946579E+03 0.144698E-02
0.946855E+03 0.143825E-02
0.947134E+03 0.142928E-02
0.947416E+03 0.142161E-02
0.947700E+03 0.141412E-02
0.947987E+03 0.140690E-02
0.948277E+03 0.140186E-02
0.948570E+03 0.139684E-02
0.948865E+03 0.139465E-02
0.949163E+03 0.139528E-02
0.949464E+03 0.139648E-02
0.949767E+03 0.140891E-02
0.950073E+03 0.142429E-02
0.950382E+03 0.144293E-02
0.950694E+03 0.147025E-02
0.951008E+03 0.150140E-02
0.951325E+03 0.153022E-02
0.951644E+03 0.156611E-02
0.951967E+03 0.162565E-02
0.952292E+03 0.202142E-02
0.952300E+03 0.202784E-02
0.952301E+03 0.202566E-02
0.952305E+03 0.202615E-02
0.952312E+03 0.202889E-02
0.952322E+03 0.203329E-02
0.952334E+03 0.203897E-02
0.952349E+03 0.204557E-02
0.952367E+03 0.205289E-02
0.952387E+03 0.206085E-02
0.952410E+03 0.206880E-02
0.952436E+03 0.207648E-02
0.952465E+03 0.208483E-02
0.952496E+03 0.209422E-02
0.952530E+03 0.210382E-02
0.952567E+03 0.211350E-02
0.952606E+03 0.212523E-02
0.952648E+03 0.213842E-02
0.952693E+03 0.214870E-02
0.952741E+03 0.215953E-02
0.952791E+03 0.216861E-02
0.952844E+03 0.217548E-02
0.952900E+03 0.218097E-02
0.952959E+03 0.218212E-02
0.953020E+03 0.218230E-02
0.953084E+03 0.218159E-02
0.953150E+03 0.217717E-02
0.953220E+03 0.217243E-02
0.953292E+03 0.216558E-02
0.953367E+03 0.215676E-02
0.953444E+03 0.214749E-02
0.953524E+03 0.213571E-02
0.953608E+03 0.212315E-02
0.953693E+03 0.210972E-02
0.953782E+03 0.209677E-02
0.953873E+03 0.208583E-02
0.953967E+03 0.207418E-02
0.954063E+03 0.206195E-02
0.954163E+03 0.204935E-02
0.954265E+03 0.203656E-02
0.954369E+03 0.202348E-02
0.954477E+03 0.201033E-02
0.954587E+03 0.199751E-02
0.954700E+03 0.198849E-02
0.954816E+03 0.198474E-02
0.954934E+03 0.198165E-02
0.955055E+03 0.197877E-02
0.955179E+03 0.197847E-02
0.955306E+03 0.197853E-02
0.955435E+03 0.198022E-02
0.955567E+03 0.198455E-02
0.955701E+03 0.199443E-02
0.955839E+03 0.200728E-02
0.955979E+03 0.202187E-02
0.956122E+03 0.203723E-02
0.956267E+03 0.205102E-02
0.956416E+03 0.206559E-02
0.956567E+03 0.207716E-02
0.956720E+03 0.208438E-02
0.956877E+03 0.209178E-02
0.957036E+03 0.209308E-02
0.957198E+03 0.209244E-02
0.957363E+03 0.209140E-02
0.957530E+03 0.208905E-02
0.957700E+03 0.208530E-02
0.957873E+03 0.208322E-02
0.958048E+03 0.208297E-02
0.958227E+03 0.208247E-02
0.958408E+03 0.208777E-02
0.958591E+03 0.209165E-02
0.958778E+03 0.209634E-02
0.958967E+03 0.210768E-02
0.959159E+03 0.211945E-02
0.959353E+03 0.213445E-02
0.959550E+03 0.215058E-02
0.959750E+03 0.216550E-02
0.959953E+03 0.217846E-02
0.960159E+03 0.219165E-02
0.960367E+03 0.220331E-02
0.960578E+03 0.220842E-02
0.960791E+03 0.221233E-02
0.961008E+03 0.221165E-02
0.961227E+03 0.220796E-02
0.961448E+03 0.220409E-02
0.961673E+03 0.219439E-02
0.961900E+03 0.218375E-02
0.962130E+03 0.217272E-02
0.962363E+03 0.216129E-02
0.962598E+03 0.214940E-02
0.962836E+03 0.213871E-02
0.963077E+03 0.212871E-02
0.963321E+03 0.211859E-02
0.963567E+03 0.211235E-02
0.963816E+03 0.210592E-02
0.964068E+03 0.210049E-02
0.964322E+03 0.209674E-02
0.964579E+03 0.209292E-02
0.964839E+03 0.208940E-02
0.965102E+03 0.208614E-02
0.965367E+03 0.208274E-02
0.965635E+03 0.207863E-02
0.965906E+03 0.207449E-02
0.966179E+03 0.207040E-02
0.966455E+03 0.206620E-02
0.966734E+03 0.206191E-02
0.967016E+03 0.205830E-02
0.967300E+03 0.205442E-02
0.967587E+03 0.205077E-02
0.967877E+03 0.204849E-02
0.968170E+03 0.204609E-02
0.968465E+03 0.204435E-02
0.968763E+03 0.204408E-02
0.969064E+03 0.204382E-02
0.969367E+03 0.204815E-02
0.969673E+03 0.205252E-02
0.969982E+03 0.205757E-02
0.970293E+03 0.206470E-02
0.970608E+03 0.207180E-02
0.970925E+03 0.207457E-02
0.971245E+03 0.207443E-02
0.971567E+03 0.207430E-02
0.971892E+03 0.206308E-02
0.972220E+03 0.205083E-02
0.972551E+03 0.203715E-02
0.972884E+03 0.202013E-02
0.973220E+03 0.200293E-02
0.973559E+03 0.199018E-02
0.973900E+03 0.197991E-02
0.974245E+03 0.196961E-02
0.974592E+03 0.196925E-02
0.974941E+03 0.196898E-02
0.975294E+03 0.197045E-02
0.975649E+03 0.197556E-02
0.976007E+03 0.198110E-02
0.976367E+03 0.198768E-02
0.976730E+03 0.199475E-02
0.977096E+03 0.200311E-02
0.977465E+03 0.201048E-02
0.977837E+03 0.201797E-02
0.978211E+03 0.202519E-02
0.978588E+03 0.203189E-02
0.978967E+03 0.203871E-02
0.979349E+03 0.204361E-02
0.979734E+03 0.204926E-02
0.980122E+03 0.205487E-02
0.980513E+03 0.205883E-02
0.980906E+03 0.206318E-02
0.981302E+03 0.206733E-02
0.981701E+03 0.207090E-02
0.982102E+03 0.207448E-02
0.982506E+03 0.207730E-02
0.982913E+03 0.208002E-02
0.983322E+03 0.208272E-02
0.983735E+03 0.208421E-02
0.984150E+03 0.208511E-02
0.984567E+03 0.208604E-02
0.984988E+03 0.208623E-02
0.985411E+03 0.208469E-02
0.985837E+03 0.208311E-02
0.986265E+03 0.208148E-02
0.986697E+03 0.207728E-02
0.987131E+03 0.207269E-02
0.987567E+03 0.206803E-02
0.988007E+03 0.206149E-02
0.988449E+03 0.205389E-02
0.988894E+03 0.204624E-02
0.989341E+03 0.203765E-02
0.989792E+03 0.202841E-02
0.990245E+03 0.201903E-02
0.990701E+03 0.200942E-02
0.991159E+03 0.200001E-02
0.991620E+03 0.199048E-02
0.992084E+03 0.198087E-02
0.992551E+03 0.197230E-02
0.993020E+03 0.196384E-02
0.993493E+03 0.195539E-02
0.993967E+03 0.194772E-02
0.994445E+03 0.194053E-02
0.994925E+03 0.193338E-02
0.995408E+03 0.192707E-02
0.995894E+03 0.192162E-02
0.996382E+03 0.191623E-02
0.996874E+03 0.191143E-02
0.997367E+03 0.190722E-02
0.997864E+03 0.190324E-02
0.998363E+03 0.189956E-02
0.998865E+03 0.189594E-02
0.999370E+03 0.189263E-02
0.999878E+03 0.188931E-02
0.100039E+04 0.188539E-02
0.100090E+04 0.188153E-02
0.100142E+04 0.187752E-02
0.100193E+04 0.187281E-02
0.100246E+04 0.186774E-02
0.100298E+04 0.186252E-02
0.100351E+04 0.185669E-02
0.100404E+04 0.185058E-02
0.100457E+04 0.184429E-02
0.100510E+04 0.183771E-02
0.100564E+04 0.183111E-02
0.100618E+04 0.182433E-02
0.100672E+04 0.181776E-02
0.100727E+04 0.181157E-02
0.100782E+04 0.180519E-02
0.100837E+04 0.179926E-02
0.100892E+04 0.179399E-02
0.100948E+04 0.178879E-02
0.101004E+04 0.178403E-02
0.101060E+04 0.178007E-02
0.101116E+04 0.177617E-02
0.101173E+04 0.177256E-02
0.101230E+04 0.176969E-02
0.101287E+04 0.176681E-02
0.101345E+04 0.176415E-02
0.101403E+04 0.176231E-02
0.101461E+04 0.176046E-02
0.101519E+04 0.175873E-02
0.101578E+04 0.175754E-02
0.101637E+04 0.175634E-02
0.101696E+04 0.175526E-02
0.101755E+04 0.175471E-02
0.101815E+04 0.175416E-02
0.101875E+04 0.175372E-02
0.101935E+04 0.175390E-02
0.101996E+04 0.175408E-02
0.102057E+04 0.175437E-02
0.102118E+04 0.175539E-02
0.102179E+04 0.175642E-02
0.102241E+04 0.175750E-02
0.102303E+04 0.175896E-02
0.102365E+04 0.176043E-02
0.102427E+04 0.176187E-02
0.102490E+04 0.176324E-02
0.102553E+04 0.176461E-02
0.102616E+04 0.176584E-02
0.102680E+04 0.176636E-02
0.102744E+04 0.176687E-02
0.102808E+04 0.176704E-02
0.102872E+04 0.176580E-02
0.102937E+04 0.176456E-02
0.103002E+04 0.176277E-02
0.103067E+04 0.175919E-02
